order_id,datetime,dish_ids,dish_names,prep_times,quantities,total_time
474,2025-05-26 23:42,"[23, 24]","['Espresso', 'Coffee with Milk']","[5, 5]","[1, 1]",10
475,2025-06-03 23:42,[10],['Beef Burger Stuffed with Jalapeños and Cheddar'],[30],[1],38
476,2025-06-11 23:42,"[4, 17, 19]","['Macaroni with Tomato and Chorizo', 'Catalan Cream', 'Sparkling Water']","[25, 40, 1]","[3, 2, 3]",43
477,2025-05-27 23:42,"[10, 19, 7]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Sparkling Water', 'Beef steaks with strawberry sauce']","[30, 1, 30]","[2, 1, 2]",39
478,2025-05-24 23:42,"[4, 23]","['Macaroni with Tomato and Chorizo', 'Espresso']","[25, 5]","[3, 2]",30
479,2025-05-13 23:42,[5],['Warm Salad with Baby Eels and King Prawns'],[20],[3],27
480,2025-05-17 23:42,"[21, 9]","['Coca-Cola', 'Meatballs in Spanish Sauce']","[1, 30]","[3, 2]",38
481,2025-05-25 23:42,"[4, 24, 10]","['Macaroni with Tomato and Chorizo', 'Coffee with Milk', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[25, 5, 30]","[1, 3, 1]",34
482,2025-05-18 23:42,[9],['Meatballs in Spanish Sauce'],[30],[1],36
483,2025-06-08 23:42,[7],['Beef steaks with strawberry sauce'],[30],[1],36
484,2025-06-07 23:42,[9],['Meatballs in Spanish Sauce'],[30],[3],39
485,2025-05-31 23:42,"[17, 7, 16, 11]","['Catalan Cream', 'Beef steaks with strawberry sauce', 'Fresh Fruit Dessert', 'Sautéed spanish Sausage and Mushrooms']","[40, 30, 15, 30]","[2, 2, 1, 3]",44
486,2025-05-13 23:42,[6],['Seafood Soup'],[55],[3],58
487,2025-05-30 23:42,"[16, 19, 6, 21]","['Fresh Fruit Dessert', 'Sparkling Water', 'Seafood Soup', 'Coca-Cola']","[15, 1, 55, 1]","[3, 1, 2, 2]",60
488,2025-05-19 23:42,"[21, 22, 9]","['Coca-Cola', 'Fanta Orange', 'Meatballs in Spanish Sauce']","[1, 1, 30]","[1, 1, 3]",37
489,2025-05-22 23:42,"[3, 14]","['Caesar salad', 'Lemon Sorbet with Cava']","[30, 5]","[3, 3]",40
490,2025-05-28 23:42,"[15, 17]","['Chilled Raspberry Crumble', 'Catalan Cream']","[25, 40]","[2, 3]",49
491,2025-06-10 23:42,"[17, 1, 13]","['Catalan Cream', 'Risotto', 'Chocolate Lava Cake']","[40, 30, 25]","[3, 2, 3]",45
492,2025-05-19 23:42,"[7, 19, 17]","['Beef steaks with strawberry sauce', 'Sparkling Water', 'Catalan Cream']","[30, 1, 40]","[3, 1, 1]",48
493,2025-06-04 23:42,[3],['Caesar salad'],[30],[3],38
494,2025-05-15 23:42,"[7, 10, 1]","['Beef steaks with strawberry sauce', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Risotto']","[30, 30, 30]","[3, 3, 2]",37
495,2025-05-24 23:42,"[2, 23, 12, 1, 10]","['Spaghetti carbonara', 'Espresso', 'Mediterranean Lamb Burger', 'Risotto', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[25, 5, 30, 30, 30]","[3, 3, 1, 2, 3]",33
496,2025-05-16 23:42,"[16, 17]","['Fresh Fruit Dessert', 'Catalan Cream']","[15, 40]","[3, 3]",43
497,2025-05-23 23:42,"[9, 22]","['Meatballs in Spanish Sauce', 'Fanta Orange']","[30, 1]","[1, 1]",34
498,2025-05-31 23:42,"[20, 6, 18, 15, 7]","['Lemon Iced Tea', 'Seafood Soup', 'Layered Banana Dessert', 'Chilled Raspberry Crumble', 'Beef steaks with strawberry sauce']","[1, 55, 15, 25, 30]","[1, 1, 3, 1, 1]",58
499,2025-05-23 23:42,"[9, 16, 2]","['Meatballs in Spanish Sauce', 'Fresh Fruit Dessert', 'Spaghetti carbonara']","[30, 15, 25]","[2, 1, 1]",39
500,2025-05-21 23:42,[13],['Chocolate Lava Cake'],[25],[2],34
501,2025-06-01 23:42,[11],['Sautéed spanish Sausage and Mushrooms'],[30],[2],39
502,2025-05-16 23:42,"[16, 20, 5, 11, 13]","['Fresh Fruit Dessert', 'Lemon Iced Tea', 'Warm Salad with Baby Eels and King Prawns', 'Sautéed spanish Sausage and Mushrooms', 'Chocolate Lava Cake']","[15, 1, 20, 30, 25]","[3, 2, 2, 2, 3]",38
503,2025-05-18 23:42,[2],['Spaghetti carbonara'],[25],[2],35
504,2025-06-12 23:42,"[8, 20, 9, 22, 4]","['Almond chicken strips with lemon sauce', 'Lemon Iced Tea', 'Meatballs in Spanish Sauce', 'Fanta Orange', 'Macaroni with Tomato and Chorizo']","[25, 1, 30, 1, 25]","[2, 1, 3, 3, 2]",34
505,2025-06-09 23:42,"[11, 8, 16, 14, 5]","['Sautéed spanish Sausage and Mushrooms', 'Almond chicken strips with lemon sauce', 'Fresh Fruit Dessert', 'Lemon Sorbet with Cava', 'Warm Salad with Baby Eels and King Prawns']","[30, 25, 15, 5, 20]","[2, 3, 1, 3, 2]",38
506,2025-05-13 23:42,"[18, 14, 17, 16]","['Layered Banana Dessert', 'Lemon Sorbet with Cava', 'Catalan Cream', 'Fresh Fruit Dessert']","[15, 5, 40, 15]","[2, 3, 1, 1]",46
507,2025-06-05 23:42,"[15, 3, 11, 17]","['Chilled Raspberry Crumble', 'Caesar salad', 'Sautéed spanish Sausage and Mushrooms', 'Catalan Cream']","[25, 30, 30, 40]","[1, 3, 3, 3]",43
508,2025-06-02 23:42,[3],['Caesar salad'],[30],[3],40
509,2025-05-21 23:42,"[6, 19, 21, 22, 24]","['Seafood Soup', 'Sparkling Water', 'Coca-Cola', 'Fanta Orange', 'Coffee with Milk']","[55, 1, 1, 1, 5]","[2, 1, 3, 1, 2]",64
510,2025-05-19 23:42,[1],['Risotto'],[30],[2],39
511,2025-06-11 23:42,[17],['Catalan Cream'],[40],[1],50
512,2025-06-07 23:42,"[4, 11, 14, 13]","['Macaroni with Tomato and Chorizo', 'Sautéed spanish Sausage and Mushrooms', 'Lemon Sorbet with Cava', 'Chocolate Lava Cake']","[25, 30, 5, 25]","[3, 1, 3, 3]",38
513,2025-05-24 23:42,"[13, 22, 6, 23, 8]","['Chocolate Lava Cake', 'Fanta Orange', 'Seafood Soup', 'Espresso', 'Almond chicken strips with lemon sauce']","[25, 1, 55, 5, 25]","[1, 2, 1, 1, 2]",59
514,2025-06-05 23:42,"[16, 20, 18]","['Fresh Fruit Dessert', 'Lemon Iced Tea', 'Layered Banana Dessert']","[15, 1, 15]","[3, 3, 2]",19
515,2025-05-31 23:42,"[13, 11, 17, 15, 23]","['Chocolate Lava Cake', 'Sautéed spanish Sausage and Mushrooms', 'Catalan Cream', 'Chilled Raspberry Crumble', 'Espresso']","[25, 30, 40, 25, 5]","[2, 3, 1, 2, 1]",48
516,2025-05-23 23:42,"[15, 8]","['Chilled Raspberry Crumble', 'Almond chicken strips with lemon sauce']","[25, 25]","[2, 3]",30
517,2025-05-25 23:42,"[21, 6, 5]","['Coca-Cola', 'Seafood Soup', 'Warm Salad with Baby Eels and King Prawns']","[1, 55, 20]","[1, 3, 1]",64
518,2025-06-05 23:42,"[18, 3, 19, 20, 5]","['Layered Banana Dessert', 'Caesar salad', 'Sparkling Water', 'Lemon Iced Tea', 'Warm Salad with Baby Eels and King Prawns']","[15, 30, 1, 1, 20]","[1, 3, 3, 1, 3]",33
519,2025-05-16 23:42,[13],['Chocolate Lava Cake'],[25],[1],33
520,2025-05-28 23:42,"[5, 1]","['Warm Salad with Baby Eels and King Prawns', 'Risotto']","[20, 30]","[1, 2]",40
521,2025-05-31 23:42,"[14, 6]","['Lemon Sorbet with Cava', 'Seafood Soup']","[5, 55]","[2, 3]",59
522,2025-06-11 23:42,"[11, 13, 15, 18, 10]","['Sautéed spanish Sausage and Mushrooms', 'Chocolate Lava Cake', 'Chilled Raspberry Crumble', 'Layered Banana Dessert', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[30, 25, 25, 15, 30]","[3, 3, 1, 3, 2]",36
523,2025-06-12 23:42,"[17, 8]","['Catalan Cream', 'Almond chicken strips with lemon sauce']","[40, 25]","[3, 1]",49
524,2025-05-20 23:42,"[13, 5, 6, 4]","['Chocolate Lava Cake', 'Warm Salad with Baby Eels and King Prawns', 'Seafood Soup', 'Macaroni with Tomato and Chorizo']","[25, 20, 55, 25]","[2, 1, 1, 2]",61
525,2025-05-25 23:42,"[23, 16, 17]","['Espresso', 'Fresh Fruit Dessert', 'Catalan Cream']","[5, 15, 40]","[3, 3, 2]",45
526,2025-05-23 23:42,"[20, 7, 13]","['Lemon Iced Tea', 'Beef steaks with strawberry sauce', 'Chocolate Lava Cake']","[1, 30, 25]","[3, 1, 1]",39
527,2025-06-04 23:42,"[12, 11, 18, 7, 5]","['Mediterranean Lamb Burger', 'Sautéed spanish Sausage and Mushrooms', 'Layered Banana Dessert', 'Beef steaks with strawberry sauce', 'Warm Salad with Baby Eels and King Prawns']","[30, 30, 15, 30, 20]","[3, 2, 1, 2, 2]",35
528,2025-05-25 23:42,"[15, 7, 6]","['Chilled Raspberry Crumble', 'Beef steaks with strawberry sauce', 'Seafood Soup']","[25, 30, 55]","[1, 3, 2]",60
529,2025-05-31 23:42,"[14, 1]","['Lemon Sorbet with Cava', 'Risotto']","[5, 30]","[2, 3]",34
530,2025-05-25 23:42,[2],['Spaghetti carbonara'],[25],[1],29
531,2025-06-09 23:42,"[13, 23, 9, 5]","['Chocolate Lava Cake', 'Espresso', 'Meatballs in Spanish Sauce', 'Warm Salad with Baby Eels and King Prawns']","[25, 5, 30, 20]","[3, 2, 1, 2]",35
532,2025-05-21 23:42,"[5, 12, 21, 8, 14]","['Warm Salad with Baby Eels and King Prawns', 'Mediterranean Lamb Burger', 'Coca-Cola', 'Almond chicken strips with lemon sauce', 'Lemon Sorbet with Cava']","[20, 30, 1, 25, 5]","[1, 3, 3, 3, 2]",39
533,2025-05-29 23:42,[5],['Warm Salad with Baby Eels and King Prawns'],[20],[1],23
534,2025-05-16 23:42,"[6, 3, 5, 18, 2]","['Seafood Soup', 'Caesar salad', 'Warm Salad with Baby Eels and King Prawns', 'Layered Banana Dessert', 'Spaghetti carbonara']","[55, 30, 20, 15, 25]","[3, 2, 1, 2, 1]",63
535,2025-05-24 23:42,"[19, 23, 7]","['Sparkling Water', 'Espresso', 'Beef steaks with strawberry sauce']","[1, 5, 30]","[2, 3, 1]",35
536,2025-06-11 23:42,"[13, 5]","['Chocolate Lava Cake', 'Warm Salad with Baby Eels and King Prawns']","[25, 20]","[2, 1]",33
537,2025-05-14 23:42,[16],['Fresh Fruit Dessert'],[15],[1],18
538,2025-06-08 23:42,"[7, 22, 6, 9]","['Beef steaks with strawberry sauce', 'Fanta Orange', 'Seafood Soup', 'Meatballs in Spanish Sauce']","[30, 1, 55, 30]","[3, 3, 2, 2]",64
539,2025-06-04 23:42,"[1, 3, 21, 4]","['Risotto', 'Caesar salad', 'Coca-Cola', 'Macaroni with Tomato and Chorizo']","[30, 30, 1, 25]","[2, 3, 1, 2]",33
540,2025-05-14 23:42,[21],['Coca-Cola'],[1],[1],11
541,2025-05-30 23:42,"[17, 10]","['Catalan Cream', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[40, 30]","[2, 1]",49
542,2025-06-11 23:42,"[8, 15, 22, 23, 10]","['Almond chicken strips with lemon sauce', 'Chilled Raspberry Crumble', 'Fanta Orange', 'Espresso', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[25, 25, 1, 5, 30]","[1, 2, 1, 1, 1]",36
543,2025-05-14 23:42,"[5, 6, 18, 24]","['Warm Salad with Baby Eels and King Prawns', 'Seafood Soup', 'Layered Banana Dessert', 'Coffee with Milk']","[20, 55, 15, 5]","[3, 2, 3, 2]",64
544,2025-05-26 23:42,[15],['Chilled Raspberry Crumble'],[25],[3],32
545,2025-06-03 23:42,"[18, 1, 14]","['Layered Banana Dessert', 'Risotto', 'Lemon Sorbet with Cava']","[15, 30, 5]","[1, 3, 1]",36
546,2025-05-23 23:42,"[14, 10]","['Lemon Sorbet with Cava', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[5, 30]","[1, 3]",34
547,2025-05-20 23:42,"[4, 12, 6]","['Macaroni with Tomato and Chorizo', 'Mediterranean Lamb Burger', 'Seafood Soup']","[25, 30, 55]","[3, 3, 2]",58
548,2025-05-24 23:42,"[19, 13, 8, 23, 6]","['Sparkling Water', 'Chocolate Lava Cake', 'Almond chicken strips with lemon sauce', 'Espresso', 'Seafood Soup']","[1, 25, 25, 5, 55]","[3, 3, 3, 3, 3]",59
549,2025-06-07 23:42,"[3, 2, 1, 5]","['Caesar salad', 'Spaghetti carbonara', 'Risotto', 'Warm Salad with Baby Eels and King Prawns']","[30, 25, 30, 20]","[2, 3, 2, 2]",39
550,2025-05-22 23:42,"[2, 22, 17, 19, 14]","['Spaghetti carbonara', 'Fanta Orange', 'Catalan Cream', 'Sparkling Water', 'Lemon Sorbet with Cava']","[25, 1, 40, 1, 5]","[3, 3, 1, 3, 2]",47
551,2025-06-07 23:42,"[21, 15]","['Coca-Cola', 'Chilled Raspberry Crumble']","[1, 25]","[2, 1]",32
552,2025-05-31 23:42,"[22, 15]","['Fanta Orange', 'Chilled Raspberry Crumble']","[1, 25]","[1, 3]",32
553,2025-06-08 23:42,"[18, 20]","['Layered Banana Dessert', 'Lemon Iced Tea']","[15, 1]","[2, 2]",20
554,2025-06-11 23:42,"[14, 15, 2]","['Lemon Sorbet with Cava', 'Chilled Raspberry Crumble', 'Spaghetti carbonara']","[5, 25, 25]","[1, 3, 1]",32
555,2025-06-11 23:42,"[23, 11, 17, 19]","['Espresso', 'Sautéed spanish Sausage and Mushrooms', 'Catalan Cream', 'Sparkling Water']","[5, 30, 40, 1]","[1, 2, 2, 1]",50
556,2025-06-02 23:42,"[20, 21]","['Lemon Iced Tea', 'Coca-Cola']","[1, 1]","[2, 2]",11
557,2025-06-03 23:42,"[3, 7]","['Caesar salad', 'Beef steaks with strawberry sauce']","[30, 30]","[1, 2]",36
558,2025-06-09 23:42,"[22, 19, 18, 6, 5]","['Fanta Orange', 'Sparkling Water', 'Layered Banana Dessert', 'Seafood Soup', 'Warm Salad with Baby Eels and King Prawns']","[1, 1, 15, 55, 20]","[3, 2, 1, 3, 2]",63
559,2025-05-14 23:42,"[13, 14, 10, 11, 24]","['Chocolate Lava Cake', 'Lemon Sorbet with Cava', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Sautéed spanish Sausage and Mushrooms', 'Coffee with Milk']","[25, 5, 30, 30, 5]","[3, 1, 1, 1, 1]",34
560,2025-05-17 23:42,"[17, 3, 10, 15, 16]","['Catalan Cream', 'Caesar salad', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Chilled Raspberry Crumble', 'Fresh Fruit Dessert']","[40, 30, 30, 25, 15]","[3, 1, 2, 3, 1]",43
561,2025-05-30 23:42,"[9, 2]","['Meatballs in Spanish Sauce', 'Spaghetti carbonara']","[30, 25]","[2, 2]",33
562,2025-05-28 23:42,"[1, 13, 23]","['Risotto', 'Chocolate Lava Cake', 'Espresso']","[30, 25, 5]","[1, 2, 3]",38
563,2025-05-23 23:42,"[11, 5]","['Sautéed spanish Sausage and Mushrooms', 'Warm Salad with Baby Eels and King Prawns']","[30, 20]","[3, 3]",35
564,2025-05-16 23:42,[23],['Espresso'],[5],[1],8
565,2025-06-07 23:42,"[8, 17, 19, 24, 4]","['Almond chicken strips with lemon sauce', 'Catalan Cream', 'Sparkling Water', 'Coffee with Milk', 'Macaroni with Tomato and Chorizo']","[25, 40, 1, 5, 25]","[2, 1, 2, 1, 1]",44
566,2025-05-31 23:42,"[1, 3, 2]","['Risotto', 'Caesar salad', 'Spaghetti carbonara']","[30, 30, 25]","[2, 2, 1]",33
567,2025-05-30 23:42,"[17, 4, 13]","['Catalan Cream', 'Macaroni with Tomato and Chorizo', 'Chocolate Lava Cake']","[40, 25, 25]","[2, 2, 2]",46
568,2025-06-02 23:42,"[15, 1, 23, 6]","['Chilled Raspberry Crumble', 'Risotto', 'Espresso', 'Seafood Soup']","[25, 30, 5, 55]","[2, 3, 1, 3]",64
569,2025-05-15 23:42,"[10, 12]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Mediterranean Lamb Burger']","[30, 30]","[1, 3]",37
570,2025-05-27 23:42,"[18, 2, 22, 19, 15]","['Layered Banana Dessert', 'Spaghetti carbonara', 'Fanta Orange', 'Sparkling Water', 'Chilled Raspberry Crumble']","[15, 25, 1, 1, 25]","[1, 3, 2, 1, 1]",28
571,2025-06-02 23:42,"[14, 16, 19, 7, 23]","['Lemon Sorbet with Cava', 'Fresh Fruit Dessert', 'Sparkling Water', 'Beef steaks with strawberry sauce', 'Espresso']","[5, 15, 1, 30, 5]","[1, 2, 1, 3, 1]",38
572,2025-05-23 23:42,"[12, 9]","['Mediterranean Lamb Burger', 'Meatballs in Spanish Sauce']","[30, 30]","[3, 1]",37
573,2025-06-08 23:42,"[1, 20, 11, 21, 23]","['Risotto', 'Lemon Iced Tea', 'Sautéed spanish Sausage and Mushrooms', 'Coca-Cola', 'Espresso']","[30, 1, 30, 1, 5]","[3, 1, 2, 3, 3]",38
574,2025-06-09 23:42,"[7, 18, 22, 6]","['Beef steaks with strawberry sauce', 'Layered Banana Dessert', 'Fanta Orange', 'Seafood Soup']","[30, 15, 1, 55]","[2, 2, 2, 1]",65
575,2025-06-06 23:42,"[24, 19, 21, 11, 23]","['Coffee with Milk', 'Sparkling Water', 'Coca-Cola', 'Sautéed spanish Sausage and Mushrooms', 'Espresso']","[5, 1, 1, 30, 5]","[1, 3, 3, 2, 3]",39
576,2025-05-14 23:42,"[13, 5, 12, 3]","['Chocolate Lava Cake', 'Warm Salad with Baby Eels and King Prawns', 'Mediterranean Lamb Burger', 'Caesar salad']","[25, 20, 30, 30]","[3, 1, 3, 2]",34
577,2025-06-05 23:42,[3],['Caesar salad'],[30],[2],36
578,2025-05-22 23:42,"[16, 21, 20, 24, 22]","['Fresh Fruit Dessert', 'Coca-Cola', 'Lemon Iced Tea', 'Coffee with Milk', 'Fanta Orange']","[15, 1, 1, 5, 1]","[1, 2, 3, 3, 3]",20
579,2025-05-30 23:42,[6],['Seafood Soup'],[55],[3],64
580,2025-05-17 23:42,"[11, 13, 23, 24]","['Sautéed spanish Sausage and Mushrooms', 'Chocolate Lava Cake', 'Espresso', 'Coffee with Milk']","[30, 25, 5, 5]","[2, 3, 2, 1]",38
581,2025-05-21 23:42,"[5, 11, 15, 2]","['Warm Salad with Baby Eels and King Prawns', 'Sautéed spanish Sausage and Mushrooms', 'Chilled Raspberry Crumble', 'Spaghetti carbonara']","[20, 30, 25, 25]","[3, 2, 3, 1]",36
582,2025-06-06 23:42,[7],['Beef steaks with strawberry sauce'],[30],[3],34
583,2025-06-12 23:42,"[24, 16]","['Coffee with Milk', 'Fresh Fruit Dessert']","[5, 15]","[3, 3]",23
584,2025-05-27 23:42,[12],['Mediterranean Lamb Burger'],[30],[1],36
585,2025-05-15 23:42,"[22, 21, 24, 13]","['Fanta Orange', 'Coca-Cola', 'Coffee with Milk', 'Chocolate Lava Cake']","[1, 1, 5, 25]","[3, 3, 1, 1]",31
586,2025-06-06 23:42,"[2, 24, 13]","['Spaghetti carbonara', 'Coffee with Milk', 'Chocolate Lava Cake']","[25, 5, 25]","[2, 3, 1]",32
587,2025-05-13 23:42,"[5, 1, 8]","['Warm Salad with Baby Eels and King Prawns', 'Risotto', 'Almond chicken strips with lemon sauce']","[20, 30, 25]","[1, 3, 2]",35
588,2025-05-19 23:42,"[12, 3]","['Mediterranean Lamb Burger', 'Caesar salad']","[30, 30]","[3, 1]",34
589,2025-05-24 23:42,"[21, 8]","['Coca-Cola', 'Almond chicken strips with lemon sauce']","[1, 25]","[2, 3]",29
590,2025-06-06 23:42,"[14, 13, 20]","['Lemon Sorbet with Cava', 'Chocolate Lava Cake', 'Lemon Iced Tea']","[5, 25, 1]","[2, 3, 3]",35
591,2025-06-07 23:42,"[4, 12, 23, 20]","['Macaroni with Tomato and Chorizo', 'Mediterranean Lamb Burger', 'Espresso', 'Lemon Iced Tea']","[25, 30, 5, 1]","[2, 3, 2, 2]",40
592,2025-06-09 23:42,[14],['Lemon Sorbet with Cava'],[5],[3],11
593,2025-05-21 23:42,"[12, 16]","['Mediterranean Lamb Burger', 'Fresh Fruit Dessert']","[30, 15]","[2, 3]",36
594,2025-05-16 23:42,"[4, 8, 20, 2]","['Macaroni with Tomato and Chorizo', 'Almond chicken strips with lemon sauce', 'Lemon Iced Tea', 'Spaghetti carbonara']","[25, 25, 1, 25]","[1, 2, 1, 3]",33
595,2025-05-13 23:42,"[11, 13]","['Sautéed spanish Sausage and Mushrooms', 'Chocolate Lava Cake']","[30, 25]","[2, 3]",40
596,2025-06-02 23:42,"[14, 2, 9, 4, 12]","['Lemon Sorbet with Cava', 'Spaghetti carbonara', 'Meatballs in Spanish Sauce', 'Macaroni with Tomato and Chorizo', 'Mediterranean Lamb Burger']","[5, 25, 30, 25, 30]","[3, 1, 3, 1, 1]",34
597,2025-05-13 23:42,[8],['Almond chicken strips with lemon sauce'],[25],[2],31
598,2025-06-08 23:42,"[11, 4, 5, 21]","['Sautéed spanish Sausage and Mushrooms', 'Macaroni with Tomato and Chorizo', 'Warm Salad with Baby Eels and King Prawns', 'Coca-Cola']","[30, 25, 20, 1]","[1, 1, 3, 1]",40
599,2025-06-03 23:42,"[11, 13]","['Sautéed spanish Sausage and Mushrooms', 'Chocolate Lava Cake']","[30, 25]","[1, 3]",35
600,2025-05-13 23:42,"[10, 16, 21, 3, 5]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Fresh Fruit Dessert', 'Coca-Cola', 'Caesar salad', 'Warm Salad with Baby Eels and King Prawns']","[30, 15, 1, 30, 20]","[3, 1, 2, 1, 3]",39
601,2025-05-26 23:42,[20],['Lemon Iced Tea'],[1],[3],9
602,2025-06-10 23:42,"[24, 12, 5, 1]","['Coffee with Milk', 'Mediterranean Lamb Burger', 'Warm Salad with Baby Eels and King Prawns', 'Risotto']","[5, 30, 20, 30]","[1, 1, 3, 3]",37
603,2025-05-22 23:42,"[10, 22, 18]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Fanta Orange', 'Layered Banana Dessert']","[30, 1, 15]","[1, 2, 3]",34
604,2025-06-03 23:42,"[2, 18, 3, 5]","['Spaghetti carbonara', 'Layered Banana Dessert', 'Caesar salad', 'Warm Salad with Baby Eels and King Prawns']","[25, 15, 30, 20]","[1, 1, 1, 3]",36
605,2025-05-20 23:42,"[20, 8]","['Lemon Iced Tea', 'Almond chicken strips with lemon sauce']","[1, 25]","[1, 3]",29
606,2025-06-07 23:42,"[4, 5, 23, 17, 13]","['Macaroni with Tomato and Chorizo', 'Warm Salad with Baby Eels and King Prawns', 'Espresso', 'Catalan Cream', 'Chocolate Lava Cake']","[25, 20, 5, 40, 25]","[1, 1, 2, 1, 3]",50
607,2025-05-19 23:42,"[4, 3, 8]","['Macaroni with Tomato and Chorizo', 'Caesar salad', 'Almond chicken strips with lemon sauce']","[25, 30, 25]","[1, 2, 2]",35
608,2025-06-10 23:42,"[4, 15, 2, 16, 22]","['Macaroni with Tomato and Chorizo', 'Chilled Raspberry Crumble', 'Spaghetti carbonara', 'Fresh Fruit Dessert', 'Fanta Orange']","[25, 25, 25, 15, 1]","[3, 3, 1, 1, 2]",35
609,2025-05-31 23:42,"[8, 20, 18, 4]","['Almond chicken strips with lemon sauce', 'Lemon Iced Tea', 'Layered Banana Dessert', 'Macaroni with Tomato and Chorizo']","[25, 1, 15, 25]","[2, 2, 3, 3]",33
610,2025-05-23 23:42,[20],['Lemon Iced Tea'],[1],[1],8
611,2025-06-08 23:42,"[6, 12, 18, 7]","['Seafood Soup', 'Mediterranean Lamb Burger', 'Layered Banana Dessert', 'Beef steaks with strawberry sauce']","[55, 30, 15, 30]","[3, 2, 2, 3]",65
612,2025-05-18 23:42,[3],['Caesar salad'],[30],[1],40
613,2025-05-25 23:42,[22],['Fanta Orange'],[1],[3],7
614,2025-05-20 23:42,"[20, 13, 5]","['Lemon Iced Tea', 'Chocolate Lava Cake', 'Warm Salad with Baby Eels and King Prawns']","[1, 25, 20]","[1, 3, 2]",30
615,2025-06-05 23:42,[14],['Lemon Sorbet with Cava'],[5],[1],14
616,2025-06-05 23:42,"[16, 1]","['Fresh Fruit Dessert', 'Risotto']","[15, 30]","[2, 1]",35
617,2025-05-14 23:42,"[7, 2, 23, 17, 24]","['Beef steaks with strawberry sauce', 'Spaghetti carbonara', 'Espresso', 'Catalan Cream', 'Coffee with Milk']","[30, 25, 5, 40, 5]","[2, 3, 3, 3, 1]",46
618,2025-06-03 23:42,[2],['Spaghetti carbonara'],[25],[1],31
619,2025-05-27 23:42,[20],['Lemon Iced Tea'],[1],[2],8
620,2025-06-04 23:42,"[13, 18]","['Chocolate Lava Cake', 'Layered Banana Dessert']","[25, 15]","[1, 3]",35
621,2025-05-17 23:42,[5],['Warm Salad with Baby Eels and King Prawns'],[20],[3],27
622,2025-06-12 23:42,"[22, 19, 5, 2, 21]","['Fanta Orange', 'Sparkling Water', 'Warm Salad with Baby Eels and King Prawns', 'Spaghetti carbonara', 'Coca-Cola']","[1, 1, 20, 25, 1]","[2, 3, 2, 2, 3]",33
623,2025-05-26 23:42,"[4, 15, 7]","['Macaroni with Tomato and Chorizo', 'Chilled Raspberry Crumble', 'Beef steaks with strawberry sauce']","[25, 25, 30]","[1, 2, 3]",37
624,2025-05-29 23:42,"[5, 21, 18]","['Warm Salad with Baby Eels and King Prawns', 'Coca-Cola', 'Layered Banana Dessert']","[20, 1, 15]","[3, 3, 2]",25
625,2025-05-30 23:42,"[12, 13, 6]","['Mediterranean Lamb Burger', 'Chocolate Lava Cake', 'Seafood Soup']","[30, 25, 55]","[2, 3, 2]",59
626,2025-05-23 23:42,"[6, 12, 9, 16]","['Seafood Soup', 'Mediterranean Lamb Burger', 'Meatballs in Spanish Sauce', 'Fresh Fruit Dessert']","[55, 30, 30, 15]","[1, 3, 3, 1]",59
627,2025-06-01 23:42,"[12, 3, 23, 9]","['Mediterranean Lamb Burger', 'Caesar salad', 'Espresso', 'Meatballs in Spanish Sauce']","[30, 30, 5, 30]","[3, 1, 1, 1]",36
628,2025-05-23 23:42,"[23, 2, 13, 15, 21]","['Espresso', 'Spaghetti carbonara', 'Chocolate Lava Cake', 'Chilled Raspberry Crumble', 'Coca-Cola']","[5, 25, 25, 25, 1]","[2, 2, 3, 1, 3]",34
629,2025-05-16 23:42,"[11, 13]","['Sautéed spanish Sausage and Mushrooms', 'Chocolate Lava Cake']","[30, 25]","[3, 1]",40
630,2025-05-15 23:42,"[20, 6, 24, 21]","['Lemon Iced Tea', 'Seafood Soup', 'Coffee with Milk', 'Coca-Cola']","[1, 55, 5, 1]","[3, 1, 2, 2]",61
631,2025-05-31 23:42,"[17, 10, 22]","['Catalan Cream', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Fanta Orange']","[40, 30, 1]","[2, 1, 1]",43
632,2025-05-30 23:42,"[15, 12, 21, 6]","['Chilled Raspberry Crumble', 'Mediterranean Lamb Burger', 'Coca-Cola', 'Seafood Soup']","[25, 30, 1, 55]","[1, 2, 3, 3]",59
633,2025-05-19 23:42,"[7, 24, 20, 14]","['Beef steaks with strawberry sauce', 'Coffee with Milk', 'Lemon Iced Tea', 'Lemon Sorbet with Cava']","[30, 5, 1, 5]","[3, 2, 2, 3]",34
